,index,content
2809,2847,air is a fluid
2810,2848,along with classical mechanics
2811,2849,i think we have to apply fluid mechanics here
2812,2850,he is making some smooth curves without it bruh
2813,2851,cuz where is the steering mechanism
2814,2852,and hes faking it
2815,2853,and driving that on a road is very bad idea
2816,2854,though it would not work
2817,2855,the umbrella mechanism is better
2818,2856,flipping will not work
2820,2858,my own electric car
2821,2859,and a battery ofcourse
2822,2860,in which when i press a button then it starts and a brake system amd a steering mechanism
2823,2861,but with a sturdy frame
2824,2862,i am thinking to do that
2825,2863,its big brain time
2826,2864,less gaali
2827,2865,gaali naa pasand waale kripya  dur rahe is vedio se
2828,2866,ye dekho bros
2829,2867,aise hi college ke liye maths ko refresh kar raha tha
2830,2868,ek vinti hai sab se bas ye kardo
2831,2869,badiya vedio tha bhejta agar bhej pata toh
2832,2870,matlab paisa
2833,2871,kisi ke paas nitro hai discord par
2834,2872,pata nahi yahan share kyu nahi ho rahi hai
2835,2873,mast vedio banayi hai
2836,2874,whats app par bhejta
2837,2875,haan page toh books ki bahut baar hilata hun
2838,2876,aacha page hilana
2839,2877,hilata hi nahi mai
2840,2878,no i am not asymmetrical
2841,2879,big brain time
2842,2880,i have another hand
2843,2881,i measured my while body bro
2844,2882,yeah do everything with proof
2845,2883,apply brain bro
2846,2884,understand the whole thing brother
2847,2885,not filled
2848,2886,i rechecked it
2849,2887,but miracles dont happen with cheap people
2850,2888,and then a miracle happened
2851,2889,dont exaggerate
2852,2890,my big brain at that time
2853,2891,really gotta finish this chapter
2854,2892,nope not if i get cseitds and ai ece in a college with good avg in hand salary
2855,2893,which i missed due to my foolishness in josaa choice filling
2856,2894,toh yahi kar raha hun
2857,2895,abhi kuch karne ke liye hai nahi
2858,2896,no full if i do not get cse in csab
2859,2897,doing trigo
2860,2898,that after college
2861,2899,see you at sjt
2862,2900,now i will have to go and study
2863,2901,and link his account as well
2864,2902,yes i will
2865,2903,i sense racism in it
2866,2904,in diamond mines as well
2867,2905,for minecraft
2868,2906,cheap people dont use internet
2869,2907,bcz i am cheap
2870,2908,i am cheap
2871,2909,sarcastic kutta
2872,2910,debjeet deleted hi msg
2874,2912,the pink goat is officially in big brain people gang
2875,2913,gaya hai tu
2876,2914,tabhi toh nit surathkal
2877,2915,just observe things carefully
2878,2916,some of us do
2879,2917,big brain people will understand
2880,2918,just type with wit
2881,2919,nothing but that was dumb
2882,2920,that was dumb
2883,2921,with that word
2884,2922,now you proved you are a shit
2885,2923,would be fine with rudransh i guess
2886,2924,rotten flesh
2887,2925,the bounty is souros lifetime wealth
2888,2926,as planned in build wars
2889,2927,goat has got a big brain
2890,2928,cmi wala ladka
2891,2929,homo sapiens
2892,2930,manhunt hunting humans
2893,2931,so yeah manhunt is coming
2894,2932,you will be rich as fuck
2895,2933,you are in iit kgp cse
2896,2934,shut the fuck up rudrrransh
2897,2935,fuck you all
2898,2936,i am biswa
2899,2937,so its got neutral now
2900,2938,you eliminated deep from my name
2901,2939,not this bitchwa shit aaryan
2902,2940,so you all have to do the same
2903,2941,waise i eliminated a letter from your name
2904,2942,lol yes i accepted
2905,2943,bitchwa is pro
2906,2944,lol and the firecrackers
2907,2945,isnt this illegal
2908,2946,sab ne infact
2909,2947,waise bhi biswadeep ka tum logo ne biswa bana diya
2910,2948,i dont care
2911,2949,mmaaf kardo bhaiya
2912,2950,mere muh se nikal gayi
2913,2951,by the way
2914,2952,i canceled du
2915,2953,he is not going to kill me for that
2916,2954,aaryan bro buck up
2917,2955,known as iiit kurnool
2918,2956,its like any other iiit but with mech
2919,2957,i dont know
2920,2958,and make it famous with that abbreviation
2921,2959,just give a name and make an abbreviation from it
2922,2961,iiitdm indian institute of information technology design and manufacturing
2923,2962,thats less than the size of i batch of cs of vit vellore
2924,2963,and area under curves
2925,2964,cont and diff
2926,2965,but maths toh aati hai
2927,2966,chem wala i can say maine galat kiya hoga
2928,2967,maine baad mein check kiya tha
2929,2968,tune galat tareeke se chapa hoga
2930,2969,wtf bro maths ke do sahi the i cross checked on google
2931,2970,those were of easy level
2932,2971,if you do then dont forget to thank me as i helped you in maths and chem
2933,2972,now lets se will you make us proud by topping the whole goddamm vit vellore campuscity
2934,2973,mereko tum logo ki aawaz kyu nahi aa rahi hai
2935,2974,ye kya hai
2936,2975,uspar shift ho jaaunga
2937,2976,qbit pe speed aachi aati hai kya
2938,2977,internet se baache
2939,2978,in u torrent the speed sucks
2940,2979,i have samsung knox
2941,2980,unavailable ho gayi
2942,2981,hai available link
2943,2982,mere paas bhi
2944,2983,aaj khelne jaana hai na
2945,2984,who is euleroid by the way
2946,2985,i was misguided by a fucking youtuber
2947,2986,shouldnt there be a p in front of illagers
2948,2987,there is something wrong with this discord
2949,2988,ttum sab ko
2950,2989,aawaz aa rahi hai meri
2951,2990,discord mera voice input le nahi raha hai
2952,2991,where is the fucking link
2953,2992,mereko mil gaya
2954,2993,as i hurt my leg
2955,2994,i will not be able to come tomorrow
2956,2995,as you seemed to care about everyone returning their home safely
2957,2996,my friend not coming
2958,2997,me too also joined
2959,2998,florida man faces charges for eating pancakes in middle of the road
2960,2999,this one is also nice
2961,3000,this one is really nice
2962,3001,casual late night convos between iiitkians
2963,3003,bhaad mein gayi internship
2964,3004,mai karra apply
2965,3005,if i say no
2966,3006,u invented something
2967,3007,literelly me
2968,3008,itna likha kaise leta hai
2969,3009,are bhai bhai
2970,3010,delete karde oye
2971,3011,ooh u also use online gdb
2972,3012,this was made by my college frnds
2973,3013,bhai dekh le
2974,3014,toppers study notes but legends study syllabus
2975,3015,in college
2976,3016,sambhal ke rehna padega
2977,3017,when i had jaundice
2978,3018,food poisoning hua na tereko
2979,3019,now this is scary
2980,3020,mereko nhi jaana hostel
2981,3021,ye mere college ka banda
2982,3022,mere mein toh nhi hai
2983,3023,atleast tere college mein fests toh acche hote hai na
2984,3024,ac ke saath
2985,3025,mere mein bhi wohi hai
2986,3026,aur personal veranda hai
2987,3027,bas ac laga hai
2988,3028,itna hi bada hostel room hai litereally
2989,3029,strength ke hisaab se mera college bhi bada hai
2990,3030,aur staff bhi toh hoga
2991,3031,bata kitna bada campus hai
2992,3032,campus kitna bada hai
2993,3033,ke seats se bhi jaada hai
2994,3034,toh iitnitiiit
2995,3035,tera campus kitna bada hai
2996,3036,bhai bhai bhai
2997,3037,bro ramdomly dekh raha tha kya
2998,3038,litereally me
2999,3039,bro that was a monitor lizard
3000,3040,hostel jaake padhayi nhi hone wali hai
3001,3041,ek baat toh mai samajh gaya
3002,3042,ipl dekho ye kya karre ho
3003,3043,humara common room itna bada hai
3004,3044,ye hostel room hai bc
3005,3045,the ambulance is on its way
3006,3046,aadhe bacche hostel se class le rahe hai
3007,3047,teacher ko ghanta pharak nhi padhta
3008,3048,aadhe bacche class mein nhi aate
3009,3049,full on bakchodi chal rhi hai campus mein
3010,3050,iitians are never mature
3011,3051,aur dusre hostel mein room ke sheeshe
3012,3052,kisi ne ac tod diya
3013,3053,lekin sunne mein aara hai hostel mein kaand ho gaya
3014,3054,yeah in may
3015,3055,fair enough
3016,3056,or to russia itself
3017,3057,ok to usa then
3018,3058,phir use indian military ko
3019,3059,i remember
3020,3060,some might get offended
3021,3062,agar chahiye toh cse ka
3022,3063,i wont ask for a seat of manufacturing and production engineering and bullshit
3023,3064,woh shashank shi mein iitian hai
3024,3066,mech engineers wahi toh karte hai
3025,3067,dimaag thodi na lagana hai
3026,3068,but sirf chapna hai toh hai
3027,3069,u need to read my other messages
3028,3071,vit gives u hopes
3029,3072,this is what happens when u take admission in vit
3030,3073,pvt colleges be like
3031,3074,modern problems require modern solutions
3032,3075,waah kya baat hai
3033,3076,takiya leke bc
3034,3077,hue hue hue
3035,3078,baat toh shi hai
3036,3079,time waste
3037,3080,ye sab aata hai tab bhi karna pad raha hai batao
3038,3081,ye chal raha hai bc class mein
3039,3082,bc itna strict
3040,3083,sabmein full bc
3041,3084,lab reports quiz
3042,3085,toh usne sabmein full dena chalu kardiya
3043,3086,aur humare physics ke teacher ko jabse director ne kaha hai ki relaxing do
3044,3087,then go and die
3045,3088,kuch aur expect kara tha na
3046,3089,khud pata lagao
3047,3090,sweet sweet
3048,3091,tu pitne wala hai waha bahut bure wala
3049,3092,ye mere college ke server mein kisi ne bheja
3050,3093,thiis man is alegend
3051,3094,go fuck urself buddy
3052,3095,take that potato and usko apni gaand mein daal de bc
3053,3096,u need to pay me for ur protection
3054,3097,go away u mf
3055,3098,jaise aap kahe
3056,3099,ismein kya meme tha be bsdk
3057,3100,pata nhi kya chutiyapa hai ye
3058,3101,aur hash map keh rahe hai
3059,3102,abhi competitive prog ki class chal rhi hai
3060,3103,abe tu bata shaanti se
3061,3104,i can understabd
3062,3105,how can u be so dumb
3063,3106,can u explain
3064,3107,git kya hota hai
3065,3108,website banana tha
3066,3109,no i didnt get the joke
3067,3110,my prof are also the same
3068,3111,nhi sach mein
3069,3112,maine khud account banaya hai
3070,3113,pagal hai kya
3071,3114,sirf iit iim nhi hai
3072,3115,see i am future ftang ceo
3073,3116,yes i was gonna say it
3074,3117,ye meme mere college server pe khub circulate hua
3075,3118,i told u maths is annoying
3076,3119,ulta ho gaya ye toh
3077,3120,avg  berozgar nitian especially mechanical students
3078,3121,mai padhta hi nhi french
3079,3122,bahut jaada tension hai yaar life mein
3080,3124,bonjour la tomatina
3081,3125,good work good work
3082,3126,i was also making ur work easier
3084,3128,baat karli na
3085,3129,phone utha na
3087,3131,phone kyu nhi utha tha hai tu
3088,3132,behen ke lode
3089,3133,poor bodiespeople
3090,3134,ooh so some poor peeps are having classes on sat too
3091,3135,football ke liye
3092,3136,waise aaj kaun kaun aa raha hai
3093,3137,finally a worthy opponent
3094,3138,did he say indian tank
3095,3139,hatt baklol
3096,3140,as expected from u
3097,3141,ye kardi na choti baat
3098,3142,does anyone know
3099,3143,question toh karde pls
3100,3144,this is a rare disease known as biswacomplexity
3101,3145,jo ki humko humare lms pe auto join karwa deta hai online class mein
3102,3146,humare seniors ne ek software banaya hai exclusively for students of our college
3103,3147,mai toh shaayad kuwara hi marunga
3104,3148,vit mein bahut illegal kaam hote hai lagta hai
3105,3149,toh phir woh lecture mein kya kar raha hai
3106,3150,sandeepkumar reddy
3107,3151,why his name is police
3108,3152,i am literelly loling right now
3109,3153,raat ko chaukidaari karne jaaunga kya
3110,3154,abe dobara gaya
3111,3155,bruh maine use macchi gaming padha
3112,3156,pharak nhi padta mereko
3113,3157,personal mein
3114,3158,block karde mereko
3115,3159,bas is server se ban mat kariyo
3116,3160,haan karde
3117,3161,invading usa
3118,3162,from iit kgp
3119,3163,putin of india
3120,3164,bhaag yaha se
3121,3165,or should i say that this location is in russia
3122,3166,russia wants to know my location
3123,3167,our cr is more lame than me
3124,3168,reply karde bro
3125,3169,i will ban his country in my multinational company
3126,3170,i will sue putin
3127,3171,atleast i will be able to save a country
3128,3172,haan daalde
3129,3173,i always give savage replies
3130,3174,ye ek pact hua hai
3131,3175,india will not make the first move in nukes
3132,3176,woh bhi aur jaada aasan agar russia bhi aajaye
3133,3177,china ke liye aasan hai
3134,3178,and then most probably india
3135,3179,like it will first go for taiwan with the support of russia
3136,3180,china is seeing this as an opprtunity to invade other countries
3137,3181,there are a lot of med students in ukraine and russia doing mbbs
3138,3182,affect toh hoga india
3139,3183,india is the largest arms importer of russia
3140,3184,usi ke wajah se there is shortage of gpus in the world
3141,3185,kal hi mai bitcoin mining ke baare mein padh raha tha
3142,3186,russia is god in computational power
3143,3187,thats why they want a beach or a port from ukraine
3144,3188,unke existing beaches jam jaate hai
3145,3189,russia is declaring war on ukraine becaause it wants a beach
3146,3190,i got to know
3147,3191,i am confused is kim jong un more evil or putin
3148,3192,india jaada der tak neutral nhi reh sakta hai
3149,3193,china will try to provoke india
3150,3194,kucch toh hoga
3151,3195,i dont think this time
3152,3196,ukraine se oil jo aata hai woh band ho jaayega
3153,3197,aur agar russia ke saath gyi toh bc
3154,3198,phir russia arms export nhi karegi
3155,3199,agar usa ke saath gyi toh
3156,3200,bhi toh hua tha
3157,3201,isiliye cold war keh raha hun
3158,3202,lekin koi directly ek dusre par war nhi kar  raha hai
3159,3203,usa and russia ke beech mein tensions badh rahi hai
3160,3204,usa and russia ke beech mein
3161,3205,ab cold war hoga
3162,3206,this is the worst combination
3163,3207,this is seeming like lorem
3164,3208,i am unique
3165,3209,nothing can explain me
3167,3211,which means
3168,3212,iitiansgovt jobs
3169,3213,dumb iitians
3170,3214,this is what some creative students of my college did
3171,3215,ek logical preposition ke question mein
3172,3216,yahi ek baache ne humare intro to proofs ke class mein likha tha
3173,3217,aur unko paise milte hai lol
3174,3218,most iiits mein yahi hota hai
3175,3219,tumhare bhi tas phd students hai kya
3176,3221,jindagi bhar single hi rahengemechanic saala
3177,3222,aise baccho ka kuch nhi ho sakta hai
3178,3223,i am serious now
3179,3224,mera algorithm
3180,3225,abhi discuss karega
3181,3226,i am literelly peekin
3182,3227,pehle hi keh raha
3183,3228,tereko kuch nhi de raha hun mai
3184,3229,paisa milega kal
3185,3230,ye mere kalke meme competition mein jaayega
3186,3231,kisne dho diya bhai
3187,3232,i am becoming gawd in it
3188,3233,valo download kar
3189,3234,thumbnail mein
3190,3235,valo ke brim jaisa laga
3191,3236,samajh aa jaayega aapko
3192,3237,aap valo download kare
3193,3238,warna meri toh gend hi phat jaati
3194,3239,aacha hua ki mai iiit mein hun
3195,3240,kand also sat ans sunday ko bhi
3196,3241,itnio classes
3197,3242,election ke pehle ka haal
3198,3243,isko ab recognition mil raha hai lol
3199,3244,kitne saalo se hai ye yaha
3200,3245,yeah i know
3201,3246,costs more than my whole worth
3202,3247,samajh nhi aata
3203,3248,aajkal ke baache
3204,3249,this one is epic
3205,3250,in a maths class i wrote this
3206,3251,it is what it is bro
3207,3252,ab is show mein kamedy kam aur cringe jaada milta hai
3208,3253,and trachea
3209,3254,isnt there a hole in ur pharynx
3210,3255,edited lag raha hai
3211,3256,maine chai nhi padhi
3212,3257,sounds very wrong
3213,3258,aisa lag raha hai ki kisi ne apna thumbpoint zoom karke pic liya ho
3214,3259,ye sunrise hai
3215,3260,prof gayab
3216,3261,pehle se toh nhi tha i guess
3217,3262,bata de na
3218,3263,kuch samajh nhi aaya
3219,3264,bhai aap kaun ho bhai
3220,3265,uski crush ko fail karwa de
3221,3266,jaha ka admin hun mai
3222,3267,us time mein mai apne college servers pe chala gaya
3223,3268,i really dont kare
3224,3269,i ignore u and ur msgs
3225,3270,agar iski asliyat nhi pata hoti toh mai bhi kar leta isse shaadi
3226,3271,savage reply
3227,3272,reply is nice
3228,3273,bodmas lagau ya pemdas
3229,3274,memy college is a fucking hill station
3230,3275,virtual beach
3231,3276,for someone else who likes to chill in the beach
3232,3277,instead of engineer
3233,3278,mech engineer
3234,3279,waise it should be
3235,3280,my maths little weak u know
3236,3281,u can change engineer to software engineers and this will still be the same
3237,3282,i guess ab mayur jumani and yashraj mukhate ka nya song aayega
3238,3283,nwh ke baad ki hai kya
3239,3284,aur ye purani bhi nhi lag rhi hai
3240,3285,bhai ye rakhi sawant kuch bhi karti hai kya bc
3241,3286,abe ye kya hai bc
3242,3287,this is why i dont like french
3243,3288,i dont feel the need to answer your question dude
3244,3289,ya and yours too
3245,3290,ambani hot high on ganja
3246,3291,bhai steam mein hai toh na ho paayega
3247,3292,ab sab kuch anonymously hoga
3248,3293,np bro ab band kar diya hai
3249,3294,aur saale koi kaam dhandha nhi hai kya tere paas
3250,3295,ad free ke liye
3251,3296,meri id se sunta hai
3252,3297,mera bhai hai woh
3253,3298,mai nhi sun raha hun
3254,3299,are wahi na woh safed sa cartoon
3255,3300,i really dont kare
3256,3301,i really dont kare what everyone thinks of me
3257,3302,aap dono gaamd marao
3258,3303,teri gf mere saath makeout kare
3259,3304,arre arre bas karo
3260,3305,ekdum chutiya
3261,3306,waise mein chote baalo mein aisa hi dikhta hun
3262,3307,gaali seekhne nhi
3263,3308,mai yaha coding seekhne aaya tha
3264,3309,this on and on is giving me motivation to do legit coding
3265,3310,yeah the gaalis are cool
3266,3311,on and on is legit song
3267,3312,learn hindi u are missing much more
3268,3313,i know that it has gor international recognition
3269,3314,balatkaar kiye
3270,3315,woh chatur ka speech yaad hai
3271,3316,i am shifting back to python
3272,3317,why the fuck c exists
3273,3318,u know how hard is it to face rejection especially in india
3274,3319,thats why this song
3275,3320,i am trying to move on after the heartbreak
3276,3321,thanks bro
3277,3322,mereko bhi aaya tha
3278,3323,coding brings loads of depression and sadness but a lot of money
3279,3324,insta brings happiness but no money
3280,3325,waise dimaag kharab hai mera toh offend na kar mereko lodu
3281,3326,he interrupted but the professor spoke kindly to him and everyone else
3282,3327,god promise
3283,3328,same happened today
3284,3329,noob use groove
3285,3330,phir saala code galat answer deta hai mereko
3286,3331,itni mehnat karke algo design karta hun code likhta hun compile karta hun
3287,3332,waise bhi cse is making me more depressed day by day
3288,3333,a job in us thats it
3289,3334,number kaha milega iska
3290,3335,see i have a beach now
3291,3336,yahi time paas hota hai mera
3292,3337,ab sehna padega thoda toh
3293,3338,kya phayeda mil raha hai jaane ko
3294,3339,i am that bro
3295,3340,tell me u moron
3296,3341,why are u in mech and not cse
3297,3342,sab aapas mein lad lo mai jaa raha assignment submit karne
3298,3343,see i am superior
3299,3344,i have proof bruh
3300,3345,bhai tune hi apni bezti karwayi maine tereko kuch bola hi nhi
3301,3346,toh mai keh raha tha ki agli baar tere ghar se tereko kidnap karke le jaaunga
3302,3347,dumb aaryan
3303,3348,see i said
3304,3349,aaj hum aaye the shipra sun city
3305,3350,u moron it is
3306,3351,superior species is doge which is me
3307,3352,i must remain quiet now
3308,3353,small mistake
3309,3354,arre haan class aves bhi toh kingdom animalia mein aata hai
3310,3355,but chicken toh bird hai na
3311,3356,i was writing it
3312,3357,mutton i got that
3313,3358,na bro shakal dekhkar kahi se lagta hai
3314,3359,just a diff that in india they eat food and in china they eat animals
3315,3360,india and china is filled with this type of shit
3316,3361,these people just do anything for content
3317,3362,i have watched it
3318,3363,isiliye mereko foreign mein jaane mein darr bhi lagta hai
3319,3364,bc kaun hai ye
3320,3365,inke jindagi mein kuch bhi ho jaye inko vedio banani hai bas
3321,3366,bhenchod apne pure personal life ko public banakar apne aap ko vlogger samaghte hai ye
3322,3367,phaltu lagte hai ye log
3323,3368,go to google
3324,3369,i guess i am gonna impress gs with my sense of humour
3325,3370,i have a great sense of humour
3326,3371,gonna eat makadmanush
3327,3372,lmao danger
3328,3373,dur rehna padega inse
3329,3374,mere college ki
3330,3375,haramai hai
3331,3376,kya hai ye ladkiya
3332,3377,itna dumb hu kya mai
3333,3378,yaha mai galat kaise ho gaya
3334,3379,pr personal review
3335,3380,lekin yaha jaada ho raha hai
3336,3381,bitching karne mein lage hue hai
3337,3382,lad rahe hai
3338,3383,bhai mere college ki ladkiya kya hai bhai
3339,3384,technically true
3340,3385,ye thoda jaada ho gaya
3341,3386,me and organic chem reactions
3342,3387,samagh kuch nahi aaya but dekhkar aacha laga
3343,3388,toh kya samagh toh nahi aa raha kuch bhi mereko
3344,3389,too much cursive for me
3345,3390,cuz i am not able to understand even a single word
3346,3391,did he wanted to be a doctor
3347,3392,its not a problem
3348,3393,i am piro at valo
3349,3394,not college profs
3350,3395,you told college peeps
3351,3396,that means they know about valo right
3352,3397,tomorrow a new set of problems to deal with
3353,3398,just this one and my problems for today will end
3354,3399,this is why i dont want to take communication skills and foreign language
3355,3400,ye sab kya hai ab
3356,3401,and by sunakar i mean
3357,3402,ek banda aaya kal grp pe aur randomly saare seniors ko sunakar chala gaya
3358,3403,mera college
3359,3404,we know that all the boys gamers especially in good colleges are haramis
3360,3405,you dont need to send every chat
3361,3406,i am bored as fuck
3362,3407,koi game kheloge kya aaj
3363,3408,college is my gf now
3364,3409,yeah thats the main issue
3365,3410,tense verbs and these shits
3366,3411,i am worst at languages
3367,3412,waise bhi syllabus dheere dheere ho raha hai
3368,3413,i mean mereko thoda aur samay mil jaata jee mains ke liye
3369,3414,they ignored me
3370,3415,i asked that mai english le lu kua
3371,3416,and that too french
3372,3417,i mean whats the point of foreign language
3373,3418,in iiit there is nothing known as optional
3374,3419,aur physical training toh online ho hi nahi paayega
3375,3420,toh physics kyu padha rahe
3376,3421,tera toh iiit hai na meri tarah
3377,3422,valorant addiction
3378,3423,does it makes any sense
3379,3424,and its true
3380,3425,ye sashi tharoor ne mit mein ek speech mein kaha tha
3381,3426,hail thee india
3382,3427,i got you ishan why were you telling me that c is better
3383,3428,letter ki language se hi pata chal raha hai ki fake hai
3384,3429,who the fuck is this
3385,3430,now thats suicide
3386,3431,a pic of burj khalifa could also be used
3387,3432,inme se ek bhi samagh nahi aaya
3388,3433,i didnt do anything
3389,3434,ab ishan jitna pro thodi na hun mai
3390,3435,ho jaati hai galti
3391,3436,theek hai bro
3392,3437,indentation mein problem tha
3393,3438,ye error kyu dikha raha hai
3394,3439,please help
3395,3440,that sounds better
3396,3441,which is the most powerful weapon
3397,3442,it in turn gives a lot of money
3398,3443,but sc and st gives you the best college at lowest possible marks you can get in any exam
3399,3444,to ace in life
3400,3445,sc and st are the most powerful weapons
3401,3446,you forgot ews
3402,3447,this is what i would have done
3403,3448,big brain time
3404,3449,noice meme making
3405,3450,kab jaa raha hai
3406,3451,kolej pahuch gaya kya tu
3407,3452,aur mobile pe toh mere paas mod hai spotify ka
3408,3453,my college frnds told me a trick to remove ads
3409,3454,anime doesnt die u die
3410,3455,u should hate btech
3411,3456,plantations ke ander hai tab bhi main road se bhi jaada aacha hai
3412,3457,mere kolej ke ilaake ke roads dekhiyo
3413,3458,people chodu
3414,3459,aaaah such fools
3415,3460,these nerd peeps
3416,3461,i not compare to iit
3417,3462,hum ekdum peeche baithke charge lagake khel rhe
3418,3463,teacher aage baitha hua
3419,3464,maza aagaya
3420,3465,mai aaj class mein valo khela
3421,3466,aur jao nit
3422,3467,kaise chalau epic
3423,3468,bilkul bhi
3424,3469,french nhi aati na
3425,3470,conjugation pata hai
3426,3471,bhery hard
3427,3472,german is hard
3428,3473,mereko  germany jaana hai
3429,3474,isiliye karwa rahe kyuki a fair amount og german companies come at our college
3430,3475,pata nhi kya bakchodi hai
3431,3476,ek aur language padho ab
3432,3477,german hai
3433,3478,my sem also ended
3434,3479,shi keh raha hun
3435,3480,kerela mein toh beef bhi bahut khaate hai log
3436,3481,south mein hota hai nonveg
3437,3482,ye sab stereotypes bilkul phaltu lagti hai mereko
3438,3483,baklol kahi ke
3439,3484,saale betichod
3440,3485,toh keh rahe ki room mein nhi rehne denge
3441,3486,mai non veg
3442,3487,lekin woh veg hai
3443,3488,kuch bahut hi acche waale
3444,3489,bhai mere kuch aache frnds bane the college mein
3445,3490,kya hogaya
3446,3491,avg nitian life
3447,3492,shi hai maje karo
3448,3493,my condolences with u my friend
3449,3494,humare bina hi jaa rhe ho
3450,3495,aaj govt ne advisory chalu kardi
3451,3496,pure kerela mein sabse jaada cases kochi aur kottayam se aare
3452,3497,waise bhi corona ne kerela ko chod diya
3453,3498,ek aur sem khatam
3454,3499,thats why u are not able to see us
3455,3500,so u are saying we are shit
3456,3501,accha ye jaipuria kaha hai waise
3457,3502,specify the location
3458,3503,mai debjeet ke saath aara
3459,3504,allahabaad mein hai woh
3460,3505,jaldi figure out kare
3461,3506,call  utha
3462,3507,mai bhi usa jaayega
3463,3508,cuz mai bhi international offer aspire karunga
3464,3509,i guess aise hi kaam karta hai
3465,3510,toh ghum phirke saare kharche milakar aadha hi ho jaata hoga na
3466,3511,lekin woh toh international offer hoga na
3467,3512,bhai itna dene wali companies aa jaati hai
3468,3513,tu kya keh raha tha ki like kgp has proved
3469,3514,koi plis mereko bachao
3470,3515,mereko nhi jaana hai
3471,3516,sab jaa rahe hai
3472,3517,kab jaa raha hai
3473,3518,tu jaa raha hai kya
3474,3519,meet up matlab kaha
3475,3520,yes of course
3476,3521,abhi time hai bruhhh
3477,3522,i dont know
3478,3523,iit bhu is a part of bhu
3479,3524,aur normal college bjhi
3480,3525,uske ander medical college bhi hai
3481,3526,woh ek univ hai
3482,3527,kaunsa iiit kisko pata
3483,3528,mere bio mein iiitian likha hai
3484,3529,mai bhi toh yahi karta hun
3485,3530,bhai litereally
3486,3531,college ka
3487,3532,mera bhi ek dosth aayega shayad
3488,3533,dtu aur nsut
3489,3534,dtu ke mein toh har saal aaunga
3490,3535,iitd mein bhi aur dtu ke mein bhi
3491,3536,sorry for the ping
3492,3537,jaldi aaja wapis
3493,3538,glad u said that my problems are mortal
3494,3539,idhar mai hurt hua uska kuch nhi
3495,3540,i will make better frnds
3496,3541,yes i will remember that
3497,3542,non veg and veg
3498,3543,mere room mates ne ditch kar diya
3499,3544,tere saath bhi hua kya
3500,3545,yaar bc ye vegetarians ko non vegitarians se kya dikkat hai bc
3501,3546,everyone needs to abide by it
3502,3547,biswa makes rules
3503,3548,tounge of slip hogaya
3504,3549,uske ander
3505,3550,uske haath mein ek bag tha
3506,3551,society mein
3507,3552,taj mahal dekhkar aa jaaunga
3508,3553,kitni dur hai illahabaad se
3509,3554,agle hafte agra aa raha hun
3510,3555,mereko bhi jaana hai
3511,3556,sab ghumne jaa rahe hai bc
3512,3557,aaj football
3513,3558,aaj mai shaayad na aau
3514,3559,ac tha but chalaya nhi tha unhone
3515,3560,iit bhu ka webinar tha
3516,3561,behen ke lode
3517,3562,bahut mahino se chalaya nhi
3518,3563,anyone koi idea
3519,3564,volume kaise change karte hai
3520,3565,ye teams pe
3521,3566,a optimistic guy brings out optimism from everything
3522,3567,hua hi nhi
3523,3568,bas mai wait karra tha song chalu hone ka
3524,3569,and also a nice vibe
3525,3570,hum church jaakar aaye
3526,3571,mere college ke paas sirf church hai
3527,3572,yaha church bhi hai
3528,3573,hathi park
3529,3574,where though
3530,3575,saath mein chalega
3531,3576,mereko toh rasta bhi nhi maalum hai
3532,3577,bhai mai waha kaise aaunga
3533,3578,u also coming
3534,3579,tu aara hai kya
3535,3580,tu bhi aaraha hai
3536,3581,tumko raja ki tarah treat kiya jaata hai
3537,3582,iit ka yahi phayeda hai
3538,3583,ye kya hai betichod phir
3539,3584,when are we playing
3540,3585,that was nice
3541,3586,ok u are aryan then kill urself
3542,3587,aaraha hai aaj
3543,3588,aaja na bsdk
3544,3589,waise bhi hum bakchodi karte hai tab tak
3545,3590,ye bhi aa jaayega
3546,3591,bahut dino se khela nhi yaar
3547,3592,ye bhi toh hai
3548,3593,are aaja yaar
3549,3594,fotball aaj
3550,3595,kaun kaun aa raha hai aaj
3551,3596,tu aata bhi kaha hai kabhi
3552,3597,aa jaaunga aaj
3553,3598,abhi khatam hone wala hai
3554,3599,bhai yaar contest hai
3556,3601,one of the best days in my life
3557,3602,waiting for a stupid msg from me
3558,3603,i was coming barefoot
3559,3604,thanks u told
3560,3605,kitne laane hai
3561,3606,kal kitne baje jaayega tu
3562,3607,aur tabahi machegi
3563,3608,friday ko jaldi aa jaaaunga
3564,3609,of this  shit
3565,3610,i dont want to know
3566,3611,supply on demand
3567,3612,aur haan mai coconut water le aaunga
3568,3613,dono ek hi hai bc
3569,3614,ekdum bhayankar waali
3570,3615,ab machegi tabahi
3571,3616,toh bas ho gaya sab kuch set
3572,3617,jo bhi hai woh
3573,3618,koi aur ganja le aana
3574,3619,mai old monk le aaunga
3575,3620,music systems tayiyaar rakhiyo
3576,3621,mai late ho jaaunga
3577,3622,ek lab hai electronics ka
3578,3623,thrusday ko late ho jaaunga
3579,3624,abe woh toh puch lunga kisi se
3580,3625,aur tabahi machegi kal
3581,3626,he invited me bruh
3582,3627,lekin mai thrusday ko late aaunga phir
3583,3628,haan wahi kar raha hun
3584,3629,tu mera question dekh
3585,3630,chup ho jaao be
3586,3631,kitna aage lekar jaaoge
3587,3632,are majak tha bc
3588,3633,i am assuming ideal case
